priority_rank,canonical_condition,canonical_condition_id,variant_id,question_id,question_text,contexts,source,reuse_bank_count,current_selection_level,current_urgency,default_selected,required,red_flag,clinical_rationale,follow_up_behavior,current_branching,feedback_action,proposed_text,proposed_selection_level,proposed_urgency,proposed_branching,reviewer,reviewed_at,rationale,disposition,accepted_by,accepted_at,feedback_id,row_type,bank_id,current_bank_version,current_question_version
47,Alcohol Use Disorder,alcohol_use_disorder,,ccm.mental.anxiety_frequency,"How often have you felt nervous, anxious, or unable to control worry in the past two weeks?",intake; monthly_checkin; care_plan_review; annual_review,existing,8,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""anxiety-frequent"",""when"":{""operator"":""in"",""value"":[""more_than_half"",""nearly_every_day""]},""actions"":[{""type"":""flag_for_review"",""code"":""frequent_anxiety_symptoms"",""urgency"":""soon"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:alcohol_use_disorder:base:ccm.mental.anxiety_frequency,question,ccm-bank.alcohol_use_disorder,1,1
47,Alcohol Use Disorder,alcohol_use_disorder,,ccm.sleep.quality,How would you rate your sleep quality?,intake; monthly_checkin; care_plan_review; annual_review,existing,24,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:alcohol_use_disorder:base:ccm.sleep.quality,question,ccm-bank.alcohol_use_disorder,1,1
47,Alcohol Use Disorder,alcohol_use_disorder,,ccm.goal.priority,What health or daily-life goal matters most to you now?,intake; care_plan_review; annual_review,existing,79,optional,,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:alcohol_use_disorder:base:ccm.goal.priority,question,ccm-bank.alcohol_use_disorder,1,1
48,Opioid Use Disorder,opioid_use_disorder,,ccm.general.health_change,Has your health changed since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,81,required,soon,true,true,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""general-health-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""health_worsening"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:opioid_use_disorder:base:ccm.general.health_change,question,ccm-bank.opioid_use_disorder,1,1
48,Opioid Use Disorder,opioid_use_disorder,,ccm.medication.has_issue,Are you having any problem taking or obtaining your medications?,intake; monthly_checkin; care_plan_review; annual_review,existing,78,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""medication-issue-details"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.medication.issue_reasons"",""ccm.medication.provider_aware""]}]}]}",,,,,,,,,pending,,,question:opioid_use_disorder:base:ccm.medication.has_issue,question,ccm-bank.opioid_use_disorder,1,1
48,Opioid Use Disorder,opioid_use_disorder,,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:opioid_use_disorder:base:ccm.function.daily_activity_difficulty,question,ccm-bank.opioid_use_disorder,1,1
48,Opioid Use Disorder,opioid_use_disorder,,ccm.treatment.plan_barrier,Is anything making it difficult to follow the care plan for this condition?,intake; monthly_checkin; care_plan_review,new,52,recommended,routine,true,false,false,"Identifies adherence, access, understanding, and feasibility barriers without assuming a specific treatment.",A yes response creates a routine coordinator task to identify and address the barrier.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-treatment-plan_barrier-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""condition_care_plan_barrier"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:opioid_use_disorder:base:ccm.treatment.plan_barrier,question,ccm-bank.opioid_use_disorder,1,1
48,Opioid Use Disorder,opioid_use_disorder,,ccm.specialist.visit_change,Has a specialist changed this condition's treatment plan since the last contact?,intake; monthly_checkin; care_plan_review,new,37,recommended,routine,true,false,false,Captures treatment changes that may require medication reconciliation or care-plan updates.,A yes response creates a routine coordinator task to reconcile the updated specialist plan.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-specialist-visit_change-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""specialist_plan_reconciliation"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:opioid_use_disorder:base:ccm.specialist.visit_change,question,ccm-bank.opioid_use_disorder,1,1
48,Opioid Use Disorder,opioid_use_disorder,,ccm.substance.use_since_contact,Have you used the substance related to this diagnosis since the last contact?,intake; monthly_checkin; care_plan_review,new,3,recommended,,true,false,false,Tracks current use without judgment and supports treatment planning.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:opioid_use_disorder:base:ccm.substance.use_since_contact,question,ccm-bank.opioid_use_disorder,1,1
48,Opioid Use Disorder,opioid_use_disorder,,ccm.substance.craving_change,"Compared with the last review, how have cravings changed?",intake; monthly_checkin; care_plan_review,new,3,recommended,,true,false,false,Tracks relapse risk using a deterministic response set.,Review worsening or high-burden responses during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:opioid_use_disorder:base:ccm.substance.craving_change,question,ccm-bank.opioid_use_disorder,1,1
48,Opioid Use Disorder,opioid_use_disorder,,ccm.substance.withdrawal_red_flag,"Are you having severe shaking, confusion, hallucinations, or a seizure while cutting down or stopping?",intake; monthly_checkin; care_plan_review,new,2,recommended,urgent,true,false,true,Screens for potentially dangerous withdrawal symptoms.,A yes response creates a urgent clinical-review flag.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-substance-withdrawal_red_flag-yes"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""severe_withdrawal_symptoms"",""urgency"":""urgent"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:opioid_use_disorder:base:ccm.substance.withdrawal_red_flag,question,ccm-bank.opioid_use_disorder,1,1
48,Opioid Use Disorder,opioid_use_disorder,,ccm.substance.treatment_access,"Have you had trouble getting counseling, recovery support, or prescribed treatment?",intake; monthly_checkin; care_plan_review,new,3,recommended,,true,false,false,Identifies access barriers to ongoing substance-use treatment.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:opioid_use_disorder:base:ccm.substance.treatment_access,question,ccm-bank.opioid_use_disorder,1,1
48,Opioid Use Disorder,opioid_use_disorder,,ccm.mental.mood_frequency,"How often have you felt down, depressed, or hopeless in the past two weeks?",intake; monthly_checkin; care_plan_review; annual_review,existing,8,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""mood-frequent"",""when"":{""operator"":""in"",""value"":[""more_than_half"",""nearly_every_day""]},""actions"":[{""type"":""flag_for_review"",""code"":""frequent_depressive_symptoms"",""urgency"":""soon"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:opioid_use_disorder:base:ccm.mental.mood_frequency,question,ccm-bank.opioid_use_disorder,1,1
48,Opioid Use Disorder,opioid_use_disorder,,ccm.mental.anxiety_frequency,"How often have you felt nervous, anxious, or unable to control worry in the past two weeks?",intake; monthly_checkin; care_plan_review; annual_review,existing,8,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""anxiety-frequent"",""when"":{""operator"":""in"",""value"":[""more_than_half"",""nearly_every_day""]},""actions"":[{""type"":""flag_for_review"",""code"":""frequent_anxiety_symptoms"",""urgency"":""soon"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:opioid_use_disorder:base:ccm.mental.anxiety_frequency,question,ccm-bank.opioid_use_disorder,1,1
48,Opioid Use Disorder,opioid_use_disorder,,ccm.sleep.quality,How would you rate your sleep quality?,intake; monthly_checkin; care_plan_review; annual_review,existing,24,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:opioid_use_disorder:base:ccm.sleep.quality,question,ccm-bank.opioid_use_disorder,1,1
48,Opioid Use Disorder,opioid_use_disorder,,ccm.goal.priority,What health or daily-life goal matters most to you now?,intake; care_plan_review; annual_review,existing,79,optional,,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:opioid_use_disorder:base:ccm.goal.priority,question,ccm-bank.opioid_use_disorder,1,1
49,Visual Impairment,visual_impairment,,ccm.general.health_change,Has your health changed since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,81,required,soon,true,true,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""general-health-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""health_worsening"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:visual_impairment:base:ccm.general.health_change,question,ccm-bank.visual_impairment,1,1
49,Visual Impairment,visual_impairment,,ccm.medication.has_issue,Are you having any problem taking or obtaining your medications?,intake; monthly_checkin; care_plan_review; annual_review,existing,78,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""medication-issue-details"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.medication.issue_reasons"",""ccm.medication.provider_aware""]}]}]}",,,,,,,,,pending,,,question:visual_impairment:base:ccm.medication.has_issue,question,ccm-bank.visual_impairment,1,1
49,Visual Impairment,visual_impairment,,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:visual_impairment:base:ccm.function.daily_activity_difficulty,question,ccm-bank.visual_impairment,1,1
49,Visual Impairment,visual_impairment,,ccm.treatment.plan_barrier,Is anything making it difficult to follow the care plan for this condition?,intake; monthly_checkin; care_plan_review,new,52,recommended,routine,true,false,false,"Identifies adherence, access, understanding, and feasibility barriers without assuming a specific treatment.",A yes response creates a routine coordinator task to identify and address the barrier.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-treatment-plan_barrier-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""condition_care_plan_barrier"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:visual_impairment:base:ccm.treatment.plan_barrier,question,ccm-bank.visual_impairment,1,1
